Date,Open,High,Low,Close,Adj Close,Volume
2022-10-18,123.440002,124.919998,116.180000,119.669998,119.619072,65936200
2022-10-19,118.790001,123.500000,118.339996,120.510002,120.458725,52313100
2022-10-20,121.129997,127.690002,121.050003,121.940002,121.888115,65239800
2022-10-21,120.980003,124.980003,118.870003,124.660004,124.606956,60949400
2022-10-24,125.080002,127.099998,120.639999,125.989998,125.936386,51745700
2022-10-25,126.940002,133.000000,126.639999,132.610001,132.553574,50548200
2022-10-26,128.690002,133.880005,127.080002,128.960007,128.905136,53295300
2022-10-27,136.300003,138.380005,131.220001,131.759995,131.703934,58311300
2022-10-28,131.039993,138.500000,130.610001,138.339996,138.281128,52104000
2022-10-31,137.779999,138.380005,132.970001,134.970001,134.912567,48634100
2022-11-01,138.110001,139.250000,135.190002,135.429993,135.372360,43281700
2022-11-02,138.500000,142.100006,132.110001,132.190002,132.133759,67262800
2022-11-03,130.429993,137.809998,129.559998,134.210007,134.152893,50006500
2022-11-04,139.860001,142.289993,136.970001,141.559998,141.499771,61257600
2022-11-07,142.279999,144.119995,139.539993,143.009995,142.949127,41006100
2022-11-08,148.009995,148.910004,142.160004,146.020004,145.957870,59529200
2022-11-09,141.619995,142.110001,137.589996,137.759995,137.701370,45441400
2022-11-10,148.000000,157.729996,145.470001,157.500000,157.432968,70081900
2022-11-11,158.070007,163.889999,154.820007,163.270004,163.200531,65548700
2022-11-14,162.179993,165.399994,159.220001,162.949997,162.880661,52785200
2022-11-15,167.220001,169.979996,163.820007,166.660004,166.589081,54587600
2022-11-16,161.619995,163.619995,158.729996,159.100006,159.032303,64954700
2022-11-17,157.149994,162.660004,155.350006,156.770004,156.703293,71089400
2022-11-18,159.660004,160.020004,151.199997,154.089996,154.024429,49207200
2022-11-21,151.470001,154.770004,150.800003,153.169998,153.104813,40473900
2022-11-22,153.279999,160.580002,151.220001,160.380005,160.311752,47286600
2022-11-23,160.979996,165.270004,160.479996,165.190002,165.119720,42724100
2022-11-25,163.179993,164.869995,161.720001,162.699997,162.630753,16793400
2022-11-28,160.259995,163.570007,157.250000,158.270004,158.202667,30374100
